show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,month_added,year_added
s4491,tv show,Ethan The Dump Truck,Desconocido,Desconocido,desconocido,2021-04-20,2019,all,2 Seasons,"animation, kids","Ethan the Dump Truck is an ideal educational TV show for toddlers and preschoolers. Ethan is a small yet very active dump truck. He is always rushing into new adventures, and tries to learn as much as he can through the games he plays. On his adventures, Ethan learns shapes, colors and numbers. Come and learn with Ethan while having great fun!",4,2021
s4496,tv show,Color Crew All About Colors,Desconocido,Desconocido,desconocido,2021-04-20,2018,all,4 Seasons,"animation, kids","Watch the Color Crew as they play around with everyone's favorite baby GooGoo, and make him laugh out loud!",4,2021
s4623,tv show,Wired Outdoors,Desconocido,"Jason Say, Jon Collins",desconocido,2021-04-26,2020,13+,1 Season,"action, adventure, sports",All Wired Outdoors Season 11 episodes,4,2021
s4650,tv show,Loudermilk,Desconocido,"Ron Livingston, Will Sasson, Anja Savcic, Brian Regan, Jackie Flynn, Timothy Webber",desconocido,2021-04-27,2021,16+,3 Seasons,comedy,"Series centers on Sam Loudermilk, a recovering alcoholic and substance abuse counselor with an extremely bad attitude.",4,2021
s4652,tv show,Bible Land Passages,Desconocido,"John Moore, Dr. Rick Brumback, Gary Massey (J.D.), Dr. Jonathan Moore, Dewayne Bryant",desconocido,2021-04-27,2018,all,2 Seasons,"documentary, faith and spirituality, special interest","Volume 2 of the Bible Land Passages series continues in telling the Bible story and its message of salvation from the real places mentioned in the Bible. Taught from steps of the Temple Mount to the ruins of Jericho to the valley where David met Goliath, the reliability and credibility of the Bible is demonstrated from the historical evidence that corroborates its claims.",4,2021
s4725,tv show,Lupin the 3rd Part 4 (English Dub),Desconocido,"Tony Oliver, Richard Epcar, Lex Lang, Michelle Ruff, Doug Erholtz, Cassandra Morris, Neil Kaplan, Michael McConnohie, Jamieson K. Price",desconocido,2021-04-30,2016,13+,2 Seasons,"action, anime",Lupin and the gang embark on new and exciting escapades throughout Italy and San Marino in this stunningly animated fifth installment following the adventures of the beloved gentleman thief with a heart of gold.,4,2021
s4784,tv show,Foxpro Hunting,Desconocido,"Mike Dillon, Al Morris, Abner Druckenmiller",desconocido,2021-05-01,2018,13+,1 Season,sports,"Foxpro Hunting introduces viewers to great locations, tactics, and gear for hunting. Join the Foxpro team as they travel the country on new hunting adventures. Each episode will go beyond the hunt to engage the viewer with compelling videography and story-telling.",5,2021
s4990,tv show,Cruising the Cut,Desconocido,Desconocido,desconocido,2021-05-09,2021,13+,4 Seasons,"documentary, special interest","Another magical year spent cruising the British canals, with relaxing trips along the beautiful Ashby canal, the wild Caldon canal, and the stunning Macclesfield canal.",5,2021
s5005,tv show,Troy The Train,Desconocido,Desconocido,desconocido,2021-05-11,2017,all,1 Season,"animation, kids, special interest","Troy the Train is the fastest train in the world! He makes sure that new vehicles arrive safely in Car City, and join the Car Team! Every day, Troy the train meets new friends, who follow him in amazing adventures.",5,2021
s5040,tv show,Pororo Sing Along,Desconocido,Desconocido,desconocido,2021-05-12,2019,all,1 Season,"arts, entertainment, and culture, kids","Welcome to NEW Pororo Singalong Show! Finally, you can watch Pororo Singalong Show in English. Our special musical casts will deliver beautiful stories and songs to you. Let's sing and dance with Pororo and friends together.",5,2021
s5042,tv show,Last Secrets of the Third Reich,Desconocido,Desconocido,desconocido,2021-05-12,2012,13+,1 Season,"documentary, suspense","What happened to trainloads worth of Nazi-gold at the end of WW2? How much truth is in the idea that Hitler's personal physician was gradually poisoning him with medication? What happened to the lost submarine U-513? These are just some of the questions we seek to answer using newly found documents and witness accounts in the second run of this investigative, unique, and surprising series.",5,2021
s5060,tv show,Color Crew - All about Colors (Spanish audio),Desconocido,Desconocido,desconocido,2021-05-13,2018,all,3 Seasons,"animation, kids","Watch the Color Crew as they play around with GooGoo, and make him laugh out loud!",5,2021
s5179,tv show,Nursery Rhymes and Kids Songs by Little Baby Bum,Desconocido,Desconocido,desconocido,2021-05-18,2015,all,10 Seasons,"kids, special interest","This collection includes some of the best educational nursery rhymes and kids songs for your babies. Enjoy this season of songs including 'Shapes Train Song', 'Wheels on the Bus', and many more!",5,2021
s5198,tv show,The Family Man,Desconocido,"Manoj Bajpayee, Samantha Akkineni, Priya Mani, Sharib Hashmi, Shreya Dhanwanthary, Sunny Hinduja, Shahab Ali, Ashlesha Thakur, Vedant Sinha, Ravindra Vijay, Mime Gopi, N Alagamperumal, Anandsami, Srikrishna Dayal, Devadarshini Chetan, Darshan Kumaar, Abhay Verma, Dalip Tahhil, Vipinkumar A Sharma, Seema Biswas",india,2021-05-19,2021,13+,2 Seasons,"action, drama, international","Srikant Tiwari has quit TASC and works in the private sector to spend more time with the family. A powerful new enemy forces him to return. Srikant has to now uncover and thwart a dangerous coalition between an old foe and a dormant group of militants. But the danger is much closer to home. This time around, nobody is safe!",5,2021
s5321,tv show,Teachers,Desconocido,"Ursula Holden Gill, Gillian Bevan, Lloyd McGuire, Ellen Thomas, Tamzin Malleson, Vicky Hall, Marsha Leanne Crosby",desconocido,2021-05-22,2004,18+,4 Seasons,"comedy, drama","Following the chaotic lives of a group of perpetually juvenile teachers, whose specialty subjects include beer-drinking, kebab-eating and ineptness with members of the opposite sex.",5,2021
s5380,tv show,Canticos,Desconocido,Desconocido,desconocido,2021-05-24,2020,all,3 Seasons,"animation, kids",Canticos puts a song in your heart and a smile on your face. Little ones will sing along while they learn in English and Spanish.,5,2021
s5461,tv show,Bubble Guppies,Desconocido,"Bertrand,  Jacob, Feinstein,  Tori, Gambertoglio,  Bailey, Gentilella,  Brianna, Insana,  Tino, Jurgensmeyer,  Jet, Kaufman,  Grace, Phillips,  Chris, Vavasseur,  Mia, Walker,  Markleik, Walsh,  Teddy",desconocido,2021-05-29,2015,tv-y,3 Seasons,"animation, kids","Jump into this underwater classroom with Molly, Gil and their fishtailed friends. Preschoolers can learn school-readiness skills like science, math, literacy and more through songs, dances, and laughs!",5,2021
s5588,tv show,Flack,Desconocido,"Anna Paquin, Lydia Wilson, Sophii Okonedo, Rebecca Benson, Genevieve Angelson, Rufus Jones, Arinze Kene, Andrew Leung",desconocido,2021-06-03,2021,16+,2 Seasons,"comedy, drama","Series 2 picks up from the events of the season one finale which saw Robyn’s work and home lives collide catastrophically when she could no longer resist the temptations of her addictions. She’s sacked PR intern Melody - for her own good - but closer relationships could be damaged beyond repair. Will Eve forgive Robyn, and with Melody frozen out, will Mills Paulson PR ever be the same again?",6,2021
s5597,tv show,Crash Canyon,Desconocido,"Tara Strong, Jennifer Irwin, Martin Roach, Patrick McKenna, Peter Keleghan, Joanne Vannicola, Bryn McAuley",desconocido,2021-06-03,2013,tv-14,2 Seasons,"animation, comedy","The Wendells are a family who don't spend much time together. At least they didn't until they drove off a cliff and landed at the bottom of a canyon, Crash Canyon, and are forced to learn to put up with one another and build a new life in their new home. In Crash Canyon, they meet an eclectic group of neighbours who ended up there the same way that the Wendells did.",6,2021
s5601,tv show,Bosch,Desconocido,"Titus Welliver, Jamie Hector, Amy Aquino, Madison Lintz, Lance Reddick",united states,2021-06-03,2021,16+,7 Seasons,"action, drama, suspense","When a ten-year-old girl dies in an arson fire, Detective Harry Bosch risks everything to bring her killer to justice despite opposition from powerful forces. Detective Jerry Edgar falls apart as he grapples with the consequences of shooting Jacques Avril. Maddie assists Honey Chandler on a high profile case that draws Bosch in and puts them in the crosshairs of dangerous criminals.",6,2021
s5631,tv show,HITOSHI MATSUMOTO Presents Documental,Desconocido,Hitoshi Matsumoto,desconocido,2021-06-04,2021,18+,4 Seasons,"comedy, international, unscripted",Hitoshi Matsumoto presents a closed-door laughter survival game. Ten comedians participate to win the 10-million yen prize. The person who The person who makes it to the very end without laughing will win. When will the cooped-up comedians reach their limit? (C)2017 YD Creation,6,2021
s5745,tv show,Making the Cut,Desconocido,"Heidi Klum, Tim Gunn, Winnie Harlow, Jeremy Scott",united states,2021-06-11,2021,13+,2 Seasons,"special interest, unscripted","In the second season of Making the Cut, Heidi Klum and Tim Gunn welcome 10 established designers from around the world to Los Angeles, CA where they compete to become the next global fashion brand. Each week, winning looks will be available to buy on Amazon in the Making the Cut store, and the last designer standing will receive one million dollars to invest in their brand.",6,2021
s5752,tv show,Billions,Desconocido,Desconocido,desconocido,2021-06-11,2019,tv-ma,4 Seasons,tv shows,"Axe, Chuck and Wendy come together to eradicate their rivals.",6,2021
s5753,tv show,Being Erica,Desconocido,"Erin Karplunk, Michael Riley, Tyron Leisto",desconocido,2021-06-11,2009,tv-14,1 Season,"drama, young adult audience","Erica has the chance of a lifetime. After a series of mishaps, she finds herself in the hospital where she meets the mysterious therapist Dr. Tom, who issues Erica a challenge; if she wants to fix her life he can help, but once she's committed, she can't back out. Desperate, Erica accepts his terms, and finds herself flung back into her own past. Can she alter her past and transform her present?",6,2021
s5754,tv show,8 Out Of 10 Cats,Desconocido,"Jimmy Carr, Sean Locke, Jon Richardson",desconocido,2021-06-11,2012,16+,2 Seasons,"arts, entertainment, and culture, comedy",8 Out of 10 Cats is a British comedy panel show.,6,2021
s5784,tv show,Stickin' Around,Desconocido,"Ashley Taylor, Ashley Brown",desconocido,2021-06-12,1998,tv-g,3 Seasons,"animation, kids","Young best friends Stacy and Bradley have a unique ability that allows them to bring their fantasies to life. The kids are able to draw their own cartoons, bringing their imaginations to life. They often use their hand-drawn adventures to help them overcome obstacles they face, whether they involve school, bullies or even their parents.",6,2021
s5856,tv show,Horseland Season 1,Desconocido,Desconocido,desconocido,2021-06-15,2008,tv-y7,1 Season,"animation, kids",It's a galloping good time as five friends and their amazing horses ride together through the ups and downs of being a kid in the incredible stable known as Horseland.,6,2021
s5869,tv show,Adventures of Paddingon Bear,Desconocido,Desconocido,desconocido,2021-06-15,1998,tv-y,2 Seasons,"animation, kids","Paddington Bear doesn't go looking for adventure. It just seems to find him. And when it does, there's no telling what will happen. One thing is for sure - wherever Paddington Bear goes, there's chaos, a bit of panic and lots of laughs.",6,2021
s5921,tv show,Sergio Ramos,Desconocido,"Sergio Ramos, Pilar Rubio",spain,2021-06-18,2021,16+,2 Seasons,"sports, unscripted","Legends define themselves for who they have been, but also for who they are and who they will be. We are going to relive the great sporting milestones of a unique career, as we accompany Sergio in one of the strangest, most complicated seasons in soccer history. An opportunity to meet the legend, but also the person behind it, who’s already beginning to imagine life after soccer.",6,2021
s5991,tv show,HobbyKids Adventures by pocket.watch: The Complete Collection,Desconocido,"Griffin Burns, Cristina Milizia, Johnny Rose",desconocido,2021-06-20,2019,all,2 Seasons,"animation, kids","Based on the popular family vlog, HobbyKidsTV, HobbyKids Adventures follows the antics of three brothers - HobbyPig, HobbyFrog, and HobbyBear - as they use fun, food and amazing inventions to avoid their arch enemies, the Slobby Kids, and make the world a better place! Created by renowned animator Butch Hartman.",6,2021
s5993,tv show,The Adventures of Joe Coodryette,Desconocido,"Jason Pasnikowski, Ed Hennessy, Bernard Friedland",desconocido,2021-06-21,2021,7+,1 Season,"animation, kids","In season 2, Joe has more window-related adventures.",6,2021
s5994,tv show,Inside Sportfishing,Desconocido,Michael Fowlkes,desconocido,2021-06-21,2021,13+,1 Season,"documentary, sports","Over a 27-year broadcast run, Inside Sportfishing became the highest-rated, longest-running fishing show in Fox Sports history. Covering both fresh and saltwater fishing over 3 decades, our crews have traveled the globe to capture the most exciting and diverse fishing ever filmed, with season 6 spanning Alaska, Australia, Minnesota, Southern California, the Eastern Sierras and more!",6,2021
s6010,tv show,Jamillah & Aladdin,Desconocido,"Wilson Radjou-Pujalte, Blossom Campbell, Joe Vaz, Leroy Bonsu, Peter Butler",desconocido,2021-06-22,2018,tv-y7,2 Seasons,"action, comedy, kids","A contemporary reworking of the classic Arabian Nights story. 21st century girl Jamillah finds the magic lamp and is transported back to ancient Baghdad where she meets Aladdin, her very own genie and endless adventure.",6,2021
s6026,tv show,The Border,Desconocido,"James McGowan, Graham Abbey, Nazneen Contractor",desconocido,2021-06-23,2009,16+,3 Seasons,"drama, suspense","The elite Immigration and Customs Security Squad (ICS) takes on the toughest security cases ranging from terrorist infiltrations and cross-border police actions, to trafficking in everything from enriched uranium to abducted children. The ensemble cast includes Sofia Milos (CSI: Miami), along with James McGowan, Graham Abbey, Grace Park and Nazneen Contractor.",6,2021
s6044,tv show,A Toy Store Near You,Desconocido,"Jayden Frost, Jonathan Schoonveld, Pieter Kamp, Andrew Leung, Christine Osborne, Emmy Frost, Andrew Kissner, Colton Grimes, Sofia Foglia, Danny Ortiz, Ryan Wilhelm, Ryan Hartsell, Shannon Blameuser, Matt Quinnan, Elias Gonzalez, Zachary Cannon, Dan Tinaglia, Joe Tinaglia, Gina Venable, Dan Polydoris, Michel Van Staveren, Joshua Baumgarten, Geoffrey Cannaby, Eva Van Den Anker, Gonneke Van Der Vijver, Aafke De Vries, John Powell, Anthony Barbaria, Sief Naser, Tim Gier, Tori Gier, Elizabeth Darby, Cody Deen, Kathy McKay, Debbie Doscher",desconocido,2021-06-23,2021,tv-14,3 Seasons,"documentary, kids, science fiction","Throughout the world, there are hundreds of independently-owned toy stores, each one as unique & endearing as the people that own them. This community has been disrupted by the Covid-19 pandemic as store owners are finding new ways to keep their businesses running. Whether you're an avid collector or a toy store novice, these stories are universally powerful, sometimes heartbreaking, & always fun.",6,2021
s6052,tv show,Pinkfong! Phonics Songs,Desconocido,Desconocido,desconocido,2021-06-24,2017,all,1 Season,"animation, kids","Sing along to Phonic Songs that are easy to follow just right for kids' first ABCs. Meet Pinkfong's fun, educational videos that captured the hearts of millions of children around the world. Enjoy hundreds of kids' favorite songs and stories created by Pinkfong, the official creator of global hit Baby Shark behind #BabySharkChallenge.",6,2021
s6057,tv show,Jacob Two-Two,Desconocido,"Billy Rosemberg, Dwayne Hill, Jeff Berg, Harvey Atkin",desconocido,2021-06-24,2006,tv-y7,3 Seasons,"animation, kids, science fiction",The adventures of a precocious young boy in Montreal who has a habit of repeating himself.,6,2021
s6060,tv show,Four Senses,Desconocido,"Christine Ha, Carl Heinrich, Corbin Tomaszeski, Laura Calder, Erin Davis, Wanda Beaver, Claire Tansey, Farzam Fallah, Amira Becarevic, Carole Bearg, Luke Hayes-Alexander, Michael Hunter, Mike Ward, Mairlyn Smith, Frankie Ferragine",desconocido,2021-06-24,2016,tv-g,2 Seasons,special interest,Celebrity chefs Christine Ha and Carl Heinrich team up with special guests for an exciting cooking show with an accessibility twist.,6,2021
s6076,tv show,The Bridge,Desconocido,"Diane Kruger, Demián Bichir, Thomas M. Wright, Ted Levine, Matthew Lillard, Emily Rios, Annabeth Gish, Johnny Dowers, Ramón Franco",desconocido,2021-06-25,2014,tv-ma,2 Seasons,"drama, suspense","Marco Ruiz is a homicide investigator for the state of Chihuahua, Mexico living in Ciudad Juarez. A family man, Marco is one of the last good men in a corrupt and apathetic police force that is out-gunned by the powerful drug cartels. When a body is dumped on the bridge that spans the El Paso-Ciudad Juarez border, Ruiz is forced to work with his American counterpart, Detective Sonya Cross.",6,2021
s6115,tv show,Portrait Artist of The Year,Desconocido,"Frank Skinner, Tai Shan Schierenber, Kate Bryan",desconocido,2021-06-26,2007,all,3 Seasons,"arts, entertainment, and culture, special interest, unscripted","This series, we see over 20 celebrity sitters for the competing heat.",6,2021
s6123,tv show,Little Charmers,Desconocido,"Addison Holley, Alexa Torrington, Matilda Gillbert",desconocido,2021-06-26,2016,tv-g,2 Seasons,"animation, kids","In the magical land of Charmville, charmers have special powers. Charmer-in-training Hazel and her best friends, Posie and Lavender, are still getting used to their powers. Fearless go-getter Hazel leads the group on adventures designed to break in their magical abilities.",6,2021
s6167,tv show,Braceface,Desconocido,"Alicia Silverstone, Michael Cera, Marnie McPhail, Brooke D'Orsay",desconocido,2021-06-29,2004,tv-y,4 Seasons,"animation, comedy, kids",An eighth grader (Alicia Silverstone) with preteen problems and a magical set of braces tries to survive the jump to high school.,6,2021
s6253,tv show,Britannia,Desconocido,Desconocido,desconocido,2021-07-01,2019,nr,2 Seasons,"drama, fantasy","The Romans are here and they're set to stay. Two years on from his invasion of Britannia, with the help of Celt Queen Amena, General Aulus is busy Romanising willing Celt tribes and crushing those who try to resist.",7,2021
s6295,tv show,The Hunting Public,Desconocido,"Greg Clements, Aaron Warbritton, Zach Ferenbaugh, Jake Huebschman",desconocido,2021-07-03,2020,13+,4 Seasons,"action, documentary, sports","Welcome to ""The Hunting Public"". We are a group that simply loves to hunt. Our primary focus is using aggressive tactics on public land, but we'll cover a broad range of hunting scenarios from small properties to managed land. We'll bring you episodes throughout the entire hunting season so you can follow the story every step of the way!",7,2021
s6315,tv show,AnimaCars - Truck and Animal's Adventures,Desconocido,Desconocido,desconocido,2021-07-03,2021,all,1 Season,"animation, kids","Ranger Jonny takes care of all the AnimaCars! It's his duty to take care of all the wildlife of the island. Side by side with Torch, his loyal friend, he deals with commun-life situations, fixes little problems, boo-boos. In order to accomplish his daily missions, Jonny has to learn how to listen to their needs, communicate with them... And they are full of mysteries!",7,2021
s6386,tv show,El Cid,Desconocido,Desconocido,spain,2021-07-08,2021,16+,2 Seasons,drama,"After the death of their father, Sancho, Alfonso and García became respectively the King of Castile, the King of León and the King of Galicia. The conflicts between them will transform the Iberian Peninsula into a battlefield. Ruy is knighted. He is closer to accomplish his father's unfulfilled dream, but along the way he will have to sacrifice what he loves the most.",7,2021
s6419,tv show,Series before 1C onboarding - 2,Desconocido,1,desconocido,2021-07-12,2021,18+,2 Seasons,"action, animation",2,7,2021
s6489,tv show,Jane and the Dragon,Desconocido,"Tajja Isen, Adrian Truss, Mark Rendall, Alex House",desconocido,2021-07-16,2006,tv-y7,2 Seasons,"animation, kids, science fiction","The daughter of King Caradoc's chamberlain dreams of being a knight. When Prince Cuthbert is kidnapped by the local dragon, Jane may just have her chance.",7,2021
s6552,tv show,Modern Love,Desconocido,"Minnie Driver, Kit Harington, Dominique Fishback, Anna Paquin, Marquis Rodriguez, Lucy Boynton, Gbenga Akinnagbe, Garrett Hedlund, Zoë Chao, Tobias Menzies, Sophie Okonedo, Isaac Powell, Zane Pais, James Scully, Lulu Wilson, Grace Edwards, Don Wycherley, Tom Burke, Jack Reynor, Miranda Richardson",united states,2021-07-17,2021,16+,2 Seasons,"comedy, drama, romance","Love breaks all the rules. Each episode of this anthology series brings to life different stories of relationships, connections, betrayals and revelations – all inspired by true events.",7,2021
s6568,tv show,Hostel Daze (4K UHD),Desconocido,"Adarsh Gourav, Luv Vispute, Shubham Gaur, Nikhil Vijay, Ahsaas Channa, Ayushi Gupta",desconocido,2021-07-17,2021,16+,2 Seasons,"comedy, drama","6 friends enter their second year of college and dig deeper into the notorious universe of an Indian hostel. Hostel Daze Season 2 incorporates the second chapter of hostel-life in the lives of Ankit, Jaat, Chirag, Jhantoo, Akanksha and Nabomita. The problems, the hurdles and the unlimited quirks have now doubled.",7,2021
s6569,tv show,Hostel Daze,Desconocido,"Adarsh Gourav, Luv Vispute, Shubham Gaur, Nikhil Vijay, Ahsaas Channa, Ayushi Gupta",desconocido,2021-07-17,2021,16+,2 Seasons,"comedy, drama","6 friends enter their second year of college and dig deeper into the notorious universe of an Indian hostel. Hostel Daze Season 2 incorporates the second chapter of hostel-life in the lives of Ankit, Jaat, Chirag, Jhantoo, Akanksha and Nabomita. The problems, the hurdles and the unlimited quirks have now doubled.",7,2021
s6593,tv show,Brain Candy TV - Educational Videos for Kids,Desconocido,Desconocido,desconocido,2021-07-17,2021,all,4 Seasons,kids,"Season 4 continues our exploration of preschool topics with unique twists and of course lots of action-packed vehicles. Starting with our introduction to logical reasoning with our ""Learn About Patterns"" episode, we'll also explore more preschool concepts as well as fun science topics for kids like dinosaurs and space.",7,2021
s6659,tv show,BabyBus - Cartoon for Kids,Desconocido,Kiki,desconocido,2021-07-20,2018,all,2 Seasons,"animation, kids","The smart and clever Baby Panda Kiki is super-powerful of magical Chinese characters. Whenever he and his friends encounter various life problems, he will use Chinese characters to solve them.",7,2021
s6745,tv show,Helix Studios Presents,Desconocido,"Alex Riley, Travis Stevens, Max Carter, Johnny Hands, Garrett Kinsley, Riley Finch, Jacob Hansen, Trevor Harris",desconocido,2021-07-23,2020,18+,2 Seasons,"comedy, lgbtq, romance",Queer anthology series surrounding the lives of young guys who are out to have a good time.,7,2021
s6755,tv show,Babar,Desconocido,"Gordon Pinsent, Stuart Stone, Janet-Laine Green, Tara Strong",desconocido,2021-07-23,2000,tv-y,4 Seasons,"animation, comedy, kids","The charming, classic adventures of Babar, the King of the Elephants, and his family and friends.",7,2021
s6783,tv show,Being Ian,Desconocido,"Richard Cox, Louis Chirillo, Patricia Drake",desconocido,2021-07-24,2006,tv-g,3 Seasons,"animation, kids, suspense",Follow the animated adventures and hijinks of a quirky kid who has a passion for filmmaking.,7,2021
s6819,tv show,Oh No! It's An Alien Invasion,Desconocido,"Eden Gamliel, Al Mukadam, Dan Chameroy",desconocido,2021-07-26,2013,tv-g,3 Seasons,"animation, kids","Follow Nate and his underground resistance group, Super Wicked Extreme Emergency Team (S.W.E.E.T).",7,2021
s6852,tv show,Kenneth Copeland 2021,Desconocido,Kenneth Copeland,desconocido,2021-07-27,2021,tv-g,1 Season,"faith and spirituality, kids, special interest","Watch Kenneth Copeland on Believer's Voice of Victory as he teaches you how to approach life in 2021 with boldness & confidence, knowing that you're already delivered from the kingdom of darkness. Learn to view your life & circumstances the way David did-through the eyes of your covenant with God. Don't ever run from the Goliath in your life, because your covenant is bigger than your giant!",7,2021
s6985,tv show,"Thomas & Friends 18, 19, 20, 21",Desconocido,Joseph May,desconocido,2021-08-01,2017,tv-y,4 Seasons,"animation, kids","Thomas and Friends are back in series 21 for another fun-filled series of railway adventures. Terence the Tractor runs into problems on a frozen pond. Gordon and Spencer take off with each other's coaches, causing confusion and delay. Poor Toby has to work with a new coach that loves to go fast. And Cranky learns that two cranes are better than one when new crane Carly arrives at Brendam Docks.",8,2021
s7023,tv show,KUNTERGRAU,Desconocido,Desconocido,desconocido,2021-08-01,2020,16+,3 Seasons,"drama, lgbtq, romance","Jan, Noah, Marcel, Leopold and Lukas manage their daily lives in the big city until a homophobic attack strikes them to the core. Suddenly all that's left is their friendship, which is the only thing left keeping their world from falling apart entirely.",8,2021
s7037,tv show,Deadbeat,Desconocido,"Tyler Labine, Cat Deeley, Brandon T. Jackson, Lucy DeVito",desconocido,2021-08-01,2015,tv-14,2 Seasons,comedy,"Medium-for-hire Pac is back in DEADBEAT Season 2. A romance is brewing between him and the recently deceased Sue, adding a new complication to his hapless, stoner existence. When phony celebrity medium Camomile White catches wind of Pac's secret, she blackmails Pac into doing her bidding. Is the jig up for Pac's new romance? How many ghosts will Pac have to help to protect his secret?",8,2021
s7104,tv show,Nightcap,Desconocido,"Ali Wentworth, Lauren Blumenfeld, Don Fanelli",desconocido,2021-08-04,2017,tv-14,2 Seasons,comedy,"Staci Cole and the Nightcap crew return for season 2 with a new studio, some additional office mates, and even more crazy celebrities to wrangle. This season, Staci is determined to find fulfillment outside of work, but between Jimmy's ridiculous demands and her own self-sabotaging ways this proves to be increasingly impossible.",8,2021
s7121,tv show,Dan Vs.,Desconocido,"Curtis Armstrong, Dave Foley, Paget Brewster",desconocido,2021-08-04,2013,tv-pg,3 Seasons,"animation, comedy","Dan thinks the whole world is against him. Maybe it is, and maybe it isn't – not even his laid-back friend Chris is totally sure. Maybe Dan's just imagining it all. But, like Chris, you can't help going along for the ride when Dan dreams up his wild plots to get even with whoever or whatever he thinks is out to get him.",8,2021
s7150,tv show,Tales From The Cryptkeeper,Desconocido,John Kassir,desconocido,2021-08-06,1999,tv-g,3 Seasons,"animation, kids",The frightful host serves up scary tales.,8,2021
s7167,tv show,Love And War,Desconocido,"Jay Thomas, Annie Potts, Joanna Gleaon",desconocido,2021-08-06,1995,tv-14,1 Season,tv shows,"Jack and Dana may have finally gotten together, but that certainly does not mean smooth sailing for the gang at the Blue Shamrock. If anything, tensions increase for everyone at the bar as the new couple warily falls deeper in love.",8,2021
s7389,tv show,Pete the Cat,Desconocido,"Jacob Tremblay, Jeff “Swampy” Marsh, KT Tunstall, Don Was, Alyson Stoner, Atticus Shaffer, Indie Nameth, Juliet Donenfeld, Felix Avitia, Jessica Biel, Rhys Darby, Pamela Adlon, Fred Tatasciore, Diedrich Bader, Jesse Tyler Ferguson, Jim Parsons, Tom Freund",united states,2021-08-14,2021,all,8 Seasons,kids,The gang prepares for the excitement of back to school with this special musical!,8,2021
s7439,tv show,Sing Along with Pinkfong & Hogi,Desconocido,Desconocido,desconocido,2021-08-15,2021,all,4 Seasons,"animation, kids",If you want to sing and dance join Pinkfong and Hogi in their newest collection of the most upbeat songs to twist and twirl! Come sing-along Pinkfong and Hogi!,8,2021
s7471,tv show,ATN's Tribute to 100 Years of Indian Cinema,Desconocido,Desconocido,desconocido,2021-08-16,2021,all,2 Seasons,"documentary, talk show and variety","The series features over 300 episodes from the world's largest film industry with an international perspective including exclusive interviews with the Stalwarts of Indian cinema featuring movie stars, producers, directors, singers, composers, and choreographers. The series features footage from ATN's Canadian production archives some of which may not be available anywhere else in the world.",8,2021
s7497,tv show,Drag Heals,Desconocido,"Tracey Erin Smith, Kyle Feistmantl, Miles Carney, Daniel Fernandes, Elizabeth Holliday, Genevieve LeBlanc, Jay Daye, Brian Cope, Karen Suzuki, Cody Ray, Sean Parsons, Flare, Titus Androgynous, Jeff Dimitriou, Leon Silvers, Leelando Mitchell",desconocido,2021-08-17,2020,tv-14,2 Seasons,"arts, entertainment, and culture, documentary, lgbtq","Drag Heals is a hybrid stage workshop and documentary TV series that follows eight drag artists over an intensive ten day workshop to build their own show. In each workshop, a guest coach joins stage director Tracey Erin Smith in exploring soul-deep story sharing techniques as well as the unique talents and skills required from a drag performer.",8,2021
s7513,tv show,Ryan's World,Desconocido,"Ryan, Mommy, Daddy, Emma, Kate, Combo, Brie, Gus, Builder John",desconocido,2021-08-18,2019,all,1 Season,tv shows,"Ryan and his Ryan's World friends - Gus the Gummy Gator, Combo Panda, and others - bring you along on all their awesome adventures! Discover how fun learning can be, as your favorite vlog superstar and all of his pals explore the world through pretend play, science experiments, DIY crafts, challenges, and other activities kids and families can do in their own homes! Presented by pocket.watch.",8,2021
s7520,tv show,He Who Can't Marry,Desconocido,"Hiroshi ABE, You YOSHIDA",desconocido,2021-08-18,2019,tv-nr,2 Seasons,"comedy, drama","""Unmarried man"" Shinsuke Kuwano is back!Even after turning 50 years old, Kuwano continues to enjoy being single. Will he get married or not this time?",8,2021
s7611,tv show,Rogue,Desconocido,"Cole Hauser, Meaghan Rath, Ashley Greene, Sergio Di Zio, Neal McDonough",desconocido,2021-08-21,2017,tv-ma,3 Seasons,"action, drama","No good deed goes unpunished. This season, Ethan Kelly moves back to San Francisco to slay his ghosts and seek redemption. But, helping out Ray's ex-addict younger brother soon puts him in the sights of a vicious, corrupt cop. When Ethan fights back, he's dragged into a hellish labyrinth of criminality and betrayal involving the police, a Fortune 500 company, and the Federal government itself.",8,2021
s7650,tv show,Bill Winston Ministries Draft,Desconocido,Dr. Bill Winston,desconocido,2021-08-21,2020,tv-g,2 Seasons,"drama, faith and spirituality, special interest","We are living in unprecedented times and events that have occurred in irreversible succession from the past into the present and are prevalent. In Reaching the World: Replenish and Subdue, Dr. Bill Winston helps you to see that now is the time to take heed and know that the Church must arise and understand its vital role in establishing God's Kingdom in the earth.",8,2021
s7791,tv show,Packed To The Rafters,Desconocido,"Rebecca Gibney, Erik Thomson, Michael Caton, George Houvardas, Hugh Sheridan, Angus McLaren",desconocido,2021-08-26,2013,13+,5 Seasons,"comedy, drama, romance","Centers around Dave and Julie Rafter and their three children Rachel, Ben and Nathan. On the eve of their twenty-fifth wedding anniversary, the couple thinks that they are finally about to have the house to themselves. But home is a very welcome refuge for their children and when unforeseen problems loom, they return like a boomerang.",8,2021
